Time	Sig
7.979	-0.90539
7.98	-0.90666
7.981	-0.907294
7.982	-0.90722
7.983	-0.906465
7.984	-0.905147
7.985	-0.903449
7.986	-0.901587
7.987	-0.899784
7.988	-0.898242
7.989	-0.897124
7.99	-0.896536
7.991	-0.896511
7.992	-0.897008
7.993	-0.897905
7.994	-0.899017
7.995	-0.900121
7.996	-0.90099
7.997	-0.901433
7.998	-0.901333
7.999	-0.900671
8	-0.89952
8.001	-0.898034
8.002	-0.896416
8.003	-0.894888
8.004	-0.893657
8.005	-0.892895
8.006	-0.89272
8.007	-0.893187
8.008	-0.894282
8.009	-0.895916
8.01	-0.897931
8.011	-0.900105
8.012	-0.902186
8.013	-0.903929
8.014	-0.905135
8.015	-0.905681
8.016	-0.905539
8.017	-0.904778
8.018	-0.903549
8.019	-0.902053
8.02	-0.900514
8.021	-0.899147
8.022	-0.898137
8.023	-0.897616
8.024	-0.897654
8.025	-0.898255
8.026	-0.899349
8.027	-0.900801
8.028	-0.902415
8.029	-0.903965
8.03	-0.905225
8.031	-0.906009
8.032	-0.906203
8.033	-0.905792
8.034	-0.904853
8.035	-0.903544
8.036	-0.902069
8.037	-0.900647
8.038	-0.899476
8.039	-0.898712
8.04	-0.898448
8.041	-0.898705
8.042	-0.899431
8.043	-0.900494
8.044	-0.9017
8.045	-0.90282
8.046	-0.903627
8.047	-0.903941
8.048	-0.903658
8.049	-0.902771
8.05	-0.901361
8.051	-0.899574
8.052	-0.897589
8.053	-0.895595
8.054	-0.893772
8.055	-0.892277
8.056	-0.891232
8.057	-0.890709
8.058	-0.890716
8.059	-0.891188
8.06	-0.891991
8.061	-0.892933
8.062	-0.893802
8.063	-0.894398
8.064	-0.894564
8.065	-0.89421
8.066	-0.893331
8.067	-0.892005
8.068	-0.890379
8.069	-0.888644
8.07	-0.887006
8.071	-0.885654
8.072	-0.884747
8.073	-0.884392
8.074	-0.884632
8.075	-0.885435
8.076	-0.886683
8.077	-0.888183
8.078	-0.889698
8.079	-0.890982
8.08	-0.891821
8.081	-0.892064
8.082	-0.891657
8.083	-0.890645
8.084	-0.889169
8.085	-0.887439
8.086	-0.885697
8.087	-0.884185
8.088	-0.883106
8.089	-0.882607
8.09	-0.882764
8.091	-0.883584
8.092	-0.885002
8.093	-0.886879
8.094	-0.889005
8.095	-0.891128
8.096	-0.892988
8.097	-0.894357
8.098	-0.895078
8.099	-0.895082
8.1	-0.894396
8.101	-0.893133
8.102	-0.891472
8.103	-0.889635
8.104	-0.887845
8.105	-0.88631
8.106	-0.885192
8.107	-0.884599
8.108	-0.884569
8.109	-0.885059
8.11	-0.885944
8.111	-0.887033
8.112	-0.888104
8.113	-0.888944
8.114	-0.889389
8.115	-0.889347
8.116	-0.888812
8.117	-0.887862
8.118	-0.886639
8.119	-0.885323
8.12	-0.884111
8.121	-0.883182
8.122	-0.88268
8.123	-0.882687
8.124	-0.88322
8.125	-0.884225
8.126	-0.885584
8.127	-0.887123
8.128	-0.888632
8.129	-0.889892
8.13	-0.890706
8.131	-0.890932
8.132	-0.890503
8.133	-0.889442
8.134	-0.887856
8.135	-0.885919
8.136	-0.88385
8.137	-0.881883
8.138	-0.880235
8.139	-0.879087
8.14	-0.878558
8.141	-0.878703
8.142	-0.879498
8.143	-0.880835
8.144	-0.882526
8.145	-0.88434
8.146	-0.886033
8.147	-0.8874
8.148	-0.888293
8.149	-0.888649
8.15	-0.888493
8.151	-0.887928
8.152	-0.887121
8.153	-0.88627
8.154	-0.885582
8.155	-0.885239
8.156	-0.885386
8.157	-0.886111
8.158	-0.887436
8.159	-0.889301
8.16	-0.891571
8.161	-0.894045
8.162	-0.896492
8.163	-0.898689
8.164	-0.900446
8.165	-0.901634
8.166	-0.902204
8.167	-0.902189
8.168	-0.901697
8.169	-0.90089
8.17	-0.899954
8.171	-0.899073
8.172	-0.898411
8.173	-0.898094
8.174	-0.898197
8.175	-0.89873
8.176	-0.899626
8.177	-0.900741
8.178	-0.901874
8.179	-0.902802
8.18	-0.903321
8.181	-0.903279
8.182	-0.902603
8.183	-0.901305
8.184	-0.899481
8.185	-0.897296
8.186	-0.894955
8.187	-0.892677
8.188	-0.89067
8.189	-0.889104
8.19	-0.888091
8.191	-0.887675
8.192	-0.887823
8.193	-0.888422
8.194	-0.889292
8.195	-0.890218
8.196	-0.890982
8.197	-0.891397
8.198	-0.891329
8.199	-0.890726
8.2	-0.889621
8.201	-0.888134
8.202	-0.886443
8.203	-0.884755
8.204	-0.883275
8.205	-0.882183
8.206	-0.881614
8.207	-0.88165
8.208	-0.882299
8.209	-0.883496
8.21	-0.885102
8.211	-0.886923
8.212	-0.888733
8.213	-0.890312
8.214	-0.891486
8.215	-0.892154
8.216	-0.892311
8.217	-0.892037
8.218	-0.891481
8.219	-0.890828
8.22	-0.89027
8.221	-0.889982
8.222	-0.890106
8.223	-0.890738
8.224	-0.891917
8.225	-0.893614
8.226	-0.895718
8.227	-0.898037
8.228	-0.900334
8.229	-0.902359
8.23	-0.903893
8.231	-0.904768
8.232	-0.904902
8.233	-0.904301
8.234	-0.903061
8.235	-0.901352
8.236	-0.89939
8.237	-0.897406
8.238	-0.895615
8.239	-0.894193
8.24	-0.893253
8.241	-0.892845
8.242	-0.892941
8.243	-0.893439
8.244	-0.894165
8.245	-0.8949
8.246	-0.895419
8.247	-0.895531
8.248	-0.895111
8.249	-0.894117
8.25	-0.892599
8.251	-0.890679
8.252	-0.888535
8.253	-0.886382
8.254	-0.884445
8.255	-0.882925
8.256	-0.881976
8.257	-0.881681
8.258	-0.882036
8.259	-0.882951
8.26	-0.884256
8.261	-0.885728
8.262	-0.887118
8.263	-0.888191
8.264	-0.888752
8.265	-0.888684
8.266	-0.887957
8.267	-0.886634
8.268	-0.884856
8.269	-0.882818
8.27	-0.880744
8.271	-0.878854
8.272	-0.877337
8.273	-0.87633
8.274	-0.875902
8.275	-0.87604
8.276	-0.876642
8.277	-0.877522
8.278	-0.878434
8.279	-0.879115
8.28	-0.879324
8.281	-0.878877
8.282	-0.877681
8.283	-0.875742
8.284	-0.873152
8.285	-0.870074
8.286	-0.866714
8.287	-0.863293
8.288	-0.860025
8.289	-0.857088
8.29	-0.854604
8.291	-0.852624
8.292	-0.851119
8.293	-0.849972
8.294	-0.848999
8.295	-0.847969
8.296	-0.846652
8.297	-0.844847
8.298	-0.842427
8.299	-0.839359
8.3	-0.835715
8.301	-0.831659
8.302	-0.827418
8.303	-0.823243
8.304	-0.819377
8.305	-0.816027
8.306	-0.81334
8.307	-0.811391
8.308	-0.810177
8.309	-0.809609
8.31	-0.809515
8.311	-0.809655
8.312	-0.809759
8.313	-0.809568
8.314	-0.808876
8.315	-0.807557
8.316	-0.805575
8.317	-0.802984
8.318	-0.799905
8.319	-0.796512
8.32	-0.793006
8.321	-0.789595
8.322	-0.786469
8.323	-0.783782
8.324	-0.781628
8.325	-0.780028
8.326	-0.778914
8.327	-0.77814
8.328	-0.777501
8.329	-0.776781
8.33	-0.775782
8.331	-0.774363
8.332	-0.772472
8.333	-0.770151
8.334	-0.767537
8.335	-0.764831
8.336	-0.762271
8.337	-0.760098
8.338	-0.758528
8.339	-0.757727
8.34	-0.757796
8.341	-0.75876
8.342	-0.760569
8.343	-0.763091
8.344	-0.766122
8.345	-0.769411
8.346	-0.772701
8.347	-0.775759
8.348	-0.778424
8.349	-0.780619
8.35	-0.782366
8.351	-0.783758
8.352	-0.784948
8.353	-0.786113
8.354	-0.787434
8.355	-0.789069
8.356	-0.791138
8.357	-0.793709
8.358	-0.796791
8.359	-0.800333
8.36	-0.804218
8.361	-0.808268
8.362	-0.812268
8.363	-0.816007
8.364	-0.81931
8.365	-0.822075
8.366	-0.82429
8.367	-0.826032
8.368	-0.82745
8.369	-0.828741
8.37	-0.83012
8.371	-0.831792
8.372	-0.833932
8.373	-0.836657
8.374	-0.840015
8.375	-0.84397
8.376	-0.848399
8.377	-0.853101
8.378	-0.857826
8.379	-0.862315
8.38	-0.86634
8.381	-0.869732
8.382	-0.872403
8.383	-0.874358
8.384	-0.875686
8.385	-0.876538
8.386	-0.877101
8.387	-0.87757
8.388	-0.878123
8.389	-0.878905
8.39	-0.88001
8.391	-0.881465
8.392	-0.883218
8.393	-0.885134
8.394	-0.88702
8.395	-0.888652
8.396	-0.88982
8.397	-0.890363
8.398	-0.890185
8.399	-0.889279
8.4	-0.887725
8.401	-0.885683
8.402	-0.883365
8.403	-0.881005
8.404	-0.878832
8.405	-0.877043
8.406	-0.875791
8.407	-0.875164
8.408	-0.875176
8.409	-0.875759
8.41	-0.876776
8.411	-0.878037
8.412	-0.87933
8.413	-0.880457
8.414	-0.881262
8.415	-0.881662
8.416	-0.881654
8.417	-0.881314
8.418	-0.880772
8.419	-0.880181
8.42	-0.879683
8.421	-0.879388
8.422	-0.879353
8.423	-0.879563
8.424	-0.879927
8.425	-0.880269
8.426	-0.880324
8.427	-0.879742
8.428	-0.878104
8.429	-0.87496
8.43	-0.869875
8.431	-0.862474
8.432	-0.852476
8.433	-0.839706
8.434	-0.82408
8.435	-0.805592
8.436	-0.784284
8.437	-0.760222
8.438	-0.733476
8.439	-0.7041
8.44	-0.672122
8.441	-0.63753
8.442	-0.600275
8.443	-0.560266
8.444	-0.517388
8.445	-0.471541
8.446	-0.422679
8.447	-0.370854
8.448	-0.316258
8.449	-0.259244
8.45	-0.200334
8.451	-0.140209
8.452	-0.0796733
8.453	-0.0196185
8.454	0.0390276
8.455	0.0953516
8.456	0.148499
8.457	0.197704
8.458	0.242304
8.459	0.281749
8.46	0.315617
8.461	0.343604
8.462	0.365513
8.463	0.381222
8.464	0.390658
8.465	0.393779
8.466	0.390551
8.467	0.38095
8.468	0.364967
8.469	0.342638
8.47	0.314062
8.471	0.279431
8.472	0.239045
8.473	0.193327
8.474	0.142821
8.475	0.0882032
8.476	0.0302625
8.477	-0.0301188
8.478	-0.0920104
8.479	-0.154488
8.48	-0.216684
8.481	-0.27783
8.482	-0.337288
8.483	-0.394566
8.484	-0.449316
8.485	-0.50132
8.486	-0.550459
8.487	-0.596688
8.488	-0.640006
8.489	-0.680428
8.49	-0.717965
8.491	-0.752608
8.492	-0.784323
8.493	-0.81304
8.494	-0.838653
8.495	-0.861045
8.496	-0.880123
8.497	-0.895853
8.498	-0.908296
8.499	-0.917619
8.5	-0.924093
8.501	-0.928072
8.502	-0.929969
8.503	-0.930226
8.504	-0.929284
8.505	-0.927555
8.506	-0.925395
8.507	-0.923084
8.508	-0.920808
8.509	-0.918657
8.51	-0.916625
8.511	-0.914623
8.512	-0.912511
8.513	-0.910134
8.514	-0.907363
8.515	-0.904129
8.516	-0.900449
8.517	-0.896435
8.518	-0.892269
8.519	-0.888176
8.52	-0.884387
8.521	-0.881109
8.522	-0.878502
8.523	-0.876665
8.524	-0.875627
8.525	-0.875339
8.526	-0.875674
8.527	-0.876432
8.528	-0.877367
8.529	-0.878223
8.53	-0.878772
8.531	-0.878848
8.532	-0.878358
8.533	-0.877299
8.534	-0.875746
8.535	-0.873843
8.536	-0.871772
8.537	-0.869725
8.538	-0.867874
8.539	-0.866348
8.54	-0.865226
8.541	-0.864527
8.542	-0.864195
8.543	-0.864105
8.544	-0.864075
8.545	-0.863892
8.546	-0.863343
8.547	-0.862247
8.548	-0.860488
8.549	-0.858031
8.55	-0.854938
8.551	-0.851353
8.552	-0.847475
8.553	-0.843531
8.554	-0.839743
8.555	-0.836316
8.556	-0.833413
8.557	-0.831141
8.558	-0.829538
8.559	-0.828561
8.56	-0.828083
8.561	-0.827907
8.562	-0.827808
8.563	-0.827574
8.564	-0.827043
8.565	-0.826134
8.566	-0.824847
8.567	-0.823263
8.568	-0.821524
8.569	-0.81981
8.57	-0.818311
8.571	-0.817198
8.572	-0.816601
8.573	-0.816592
8.574	-0.817172
8.575	-0.818268
8.576	-0.819729
8.577	-0.821341
8.578	-0.822844
8.579	-0.823977
8.58	-0.82451
8.581	-0.824282
8.582	-0.82322
8.583	-0.821348
8.584	-0.81878
8.585	-0.815693
8.586	-0.812306
8.587	-0.808847
8.588	-0.805529
8.589	-0.802529
8.59	-0.799966
8.591	-0.797894
8.592	-0.796291
8.593	-0.795062
8.594	-0.794046
8.595	-0.793043
8.596	-0.791845
8.597	-0.790272
8.598	-0.788204
8.599	-0.785604
8.6	-0.782524
8.601	-0.779088
8.602	-0.77547
8.603	-0.771866
8.604	-0.76846
8.605	-0.765413
8.606	-0.762836
8.607	-0.760786
8.608	-0.759253
8.609	-0.758155
8.61	-0.757347
8.611	-0.756637
8.612	-0.755813
8.613	-0.754685
8.614	-0.753114
8.615	-0.751036
8.616	-0.748467
8.617	-0.745501
8.618	-0.74229
8.619	-0.739017
8.62	-0.735859
8.621	-0.732968
8.622	-0.730449
8.623	-0.728355
8.624	-0.726674
8.625	-0.725324
8.626	-0.724155
8.627	-0.72297
8.628	-0.721549
8.629	-0.719689
8.63	-0.717238
8.631	-0.714121
8.632	-0.71035
8.633	-0.706026
8.634	-0.701315
8.635	-0.696423
8.636	-0.691574
8.637	-0.686981
8.638	-0.682824
8.639	-0.679224
8.64	-0.676227
8.641	-0.673795
8.642	-0.671803
8.643	-0.670055
8.644	-0.668311
8.645	-0.666326
8.646	-0.663887
8.647	-0.660844
8.648	-0.657129
8.649	-0.652763
8.65	-0.647846
8.651	-0.642532
8.652	-0.637013
8.653	-0.631491
8.654	-0.626154
8.655	-0.621155
8.656	-0.616591
8.657	-0.612488
8.658	-0.608796
8.659	-0.605384
8.66	-0.602065
8.661	-0.598625
8.662	-0.594865
8.663	-0.590642
8.664	-0.585895
8.665	-0.580657
8.666	-0.575045
8.667	-0.569233
8.668	-0.563434
8.669	-0.55787
8.67	-0.55275
8.671	-0.548246
8.672	-0.544475
8.673	-0.541482
8.674	-0.539238
8.675	-0.537635
8.676	-0.536493
8.677	-0.535581
8.678	-0.534655
8.679	-0.533496
8.68	-0.531937
8.681	-0.529894
8.682	-0.527364
8.683	-0.524427
8.684	-0.52123
8.685	-0.517964
8.686	-0.514836
8.687	-0.512038
8.688	-0.50973
8.689	-0.508017
8.69	-0.506936
8.691	-0.506453
8.692	-0.506454
8.693	-0.50676
8.694	-0.507156
8.695	-0.507426
8.696	-0.507398
8.697	-0.506964
8.698	-0.506102
8.699	-0.504869
8.7	-0.503387
8.701	-0.50182
8.702	-0.500356
8.703	-0.499183
8.704	-0.498466
8.705	-0.498325
8.706	-0.498816
8.707	-0.499926
8.708	-0.50157
8.709	-0.503595
8.71	-0.505804
8.711	-0.507983
8.712	-0.509934
8.713	-0.511506
8.714	-0.51262
8.715	-0.513287
8.716	-0.513606
8.717	-0.51375
8.718	-0.51394
8.719	-0.51442
8.72	-0.515421
8.721	-0.517132
8.722	-0.519684
8.723	-0.523137
8.724	-0.527472
8.725	-0.532581
8.726	-0.538269
8.727	-0.544272
8.728	-0.550306
8.729	-0.556105
8.73	-0.561468
8.731	-0.566285
8.732	-0.57055
8.733	-0.574351
8.734	-0.57785
8.735	-0.581241
8.736	-0.584729
8.737	-0.5885
8.738	-0.592707
8.739	-0.597457
8.74	-0.602795
8.741	-0.608684
8.742	-0.615003
8.743	-0.621552
8.744	-0.628091
8.745	-0.634376
8.746	-0.640204
8.747	-0.645444
8.748	-0.650053
8.749	-0.654082
8.75	-0.657664
8.751	-0.660986
8.752	-0.664258
8.753	-0.667677
8.754	-0.671409
8.755	-0.675572
8.756	-0.680222
8.757	-0.685352
8.758	-0.690877
8.759	-0.696642
8.76	-0.702438
8.761	-0.708031
8.762	-0.713199
8.763	-0.717775
8.764	-0.721668
8.765	-0.724883
8.766	-0.727516
8.767	-0.72973
8.768	-0.731731
8.769	-0.733738
8.77	-0.735953
8.771	-0.738545
8.772	-0.741629
8.773	-0.745256
8.774	-0.749401
8.775	-0.753958
8.776	-0.758741
8.777	-0.76351
8.778	-0.768009
8.779	-0.772007
8.78	-0.775331
8.781	-0.777891
8.782	-0.779695
8.783	-0.780846
8.784	-0.78152
8.785	-0.781934
8.786	-0.782306
8.787	-0.782829
8.788	-0.783655
8.789	-0.784884
8.79	-0.786559
8.791	-0.788653
8.792	-0.791062
8.793	-0.793616
8.794	-0.796106
8.795	-0.798312
8.796	-0.800043
8.797	-0.801164
8.798	-0.80162
8.799	-0.801447
8.8	-0.800763
8.801	-0.799754
8.802	-0.798638
8.803	-0.797635
8.804	-0.796938
8.805	-0.796688
8.806	-0.796967
8.807	-0.797786
8.808	-0.799082
8.809	-0.800713
8.81	-0.802472
8.811	-0.804114
8.812	-0.805395
8.813	-0.806116
8.814	-0.806156
8.815	-0.805495
8.816	-0.804215
8.817	-0.802476
8.818	-0.80048
8.819	-0.798442
8.82	-0.796566
8.821	-0.795026
8.822	-0.79395
8.823	-0.793403
8.824	-0.793377
8.825	-0.793785
8.826	-0.794465
8.827	-0.795203
8.828	-0.79577
8.829	-0.795965
8.83	-0.795646
8.831	-0.794756
8.832	-0.79333
8.833	-0.791484
8.834	-0.789392
8.835	-0.787264
8.836	-0.78531
8.837	-0.783711
8.838	-0.782597
8.839	-0.782031
8.84	-0.782003
8.841	-0.782438
8.842	-0.783199
8.843	-0.784098
8.844	-0.784926
8.845	-0.785485
8.846	-0.785614
8.847	-0.785216
8.848	-0.784263
8.849	-0.782811
8.85	-0.780983
8.851	-0.77896
8.852	-0.776946
8.853	-0.775145
8.854	-0.773736
8.855	-0.77286
8.856	-0.772604
8.857	-0.772985
8.858	-0.773938
8.859	-0.775315
8.86	-0.776904
8.861	-0.778459
8.862	-0.779742
8.863	-0.780559
8.864	-0.780792
8.865	-0.780416
8.866	-0.779497
8.867	-0.778173
8.868	-0.776629
8.869	-0.775068
8.87	-0.773686
8.871	-0.772646
8.872	-0.772061
8.873	-0.771985
8.874	-0.7724
8.875	-0.773216
8.876	-0.774271
8.877	-0.775354
8.878	-0.776243
8.879	-0.776736
8.88	-0.776691
8.881	-0.776049
8.882	-0.774837
8.883	-0.773161
8.884	-0.771188
8.885	-0.769116
8.886	-0.767155
8.887	-0.765493
8.888	-0.764278
8.889	-0.763596
8.89	-0.763465
8.891	-0.76382
8.892	-0.764522
8.893	-0.765367
8.894	-0.766109
8.895	-0.7665
8.896	-0.766332
8.897	-0.765468
8.898	-0.763869
8.899	-0.761598
8.9	-0.758812
8.901	-0.75573
8.902	-0.752604
8.903	-0.749685
8.904	-0.7472
8.905	-0.745329
8.906	-0.744181
8.907	-0.743778
8.908	-0.744049
8.909	-0.744838
8.91	-0.74592
8.911	-0.747031
8.912	-0.747906
8.913	-0.748321
8.914	-0.748128
8.915	-0.747278
8.916	-0.74581
8.917	-0.743844
8.918	-0.741554
8.919	-0.739147
8.92	-0.736838
8.921	-0.734825
8.922	-0.733262
8.923	-0.732246
8.924	-0.731802
8.925	-0.731884
8.926	-0.732379
8.927	-0.733119
8.928	-0.733912
8.929	-0.734571
8.93	-0.734945
8.931	-0.734949
8.932	-0.734581
8.933	-0.733921
8.934	-0.733105
8.935	-0.732304
8.936	-0.731691
8.937	-0.731421
8.938	-0.731616
8.939	-0.732345
8.94	-0.733613
8.941	-0.735352
8.942	-0.737413
8.943	-0.739585
8.944	-0.741614
8.945	-0.743243
8.946	-0.744254
8.947	-0.7445
8.948	-0.743931
8.949	-0.7426
8.95	-0.740654
8.951	-0.738313
8.952	-0.735835
8.953	-0.733481
8.954	-0.731487
8.955	-0.730037
8.956	-0.729249
8.957	-0.729165
8.958	-0.729739
8.959	-0.730841
8.96	-0.732269
8.961	-0.733785
8.962	-0.735149
8.963	-0.736156
8.964	-0.736661
8.965	-0.7366
8.966	-0.735999
8.967	-0.734965
8.968	-0.733662
8.969	-0.732282
8.97	-0.731016
8.971	-0.730029
8.972	-0.729438
8.973	-0.729306
8.974	-0.729623
8.975	-0.730307
8.976	-0.73121
8.977	-0.732135
8.978	-0.732864
8.979	-0.733202
8.98	-0.733015
8.981	-0.732262
8.982	-0.730998
8.983	-0.729359
8.984	-0.727533
8.985	-0.725737
8.986	-0.72419
8.987	-0.723082
8.988	-0.722561
8.989	-0.722714
8.99	-0.723561
8.991	-0.725049
8.992	-0.727048
8.993	-0.729359
8.994	-0.731739
8.995	-0.733936
8.996	-0.735734
8.997	-0.736985
8.998	-0.737627
8.999	-0.737687
9	-0.737266
9.001	-0.736525
9.002	-0.735649
9.003	-0.73483
9.004	-0.734237
9.005	-0.733994
9.006	-0.734162
9.007	-0.734732
9.008	-0.735623
9.009	-0.736682
9.01	-0.737706
9.011	-0.738466
9.012	-0.738749
9.013	-0.738393
9.014	-0.737319
9.015	-0.735547
9.016	-0.733189
9.017	-0.730432
9.018	-0.727508
9.019	-0.724662
9.02	-0.722129
9.021	-0.720113
9.022	-0.718771
9.023	-0.718199
9.024	-0.718409
9.025	-0.71932
9.026	-0.720759
9.027	-0.722483
9.028	-0.724219
9.029	-0.725703
9.03	-0.726713
9.031	-0.727104
9.032	-0.726823
9.033	-0.725913
9.034	-0.724505
9.035	-0.722795
9.036	-0.721009
9.037	-0.719371
9.038	-0.718064
9.039	-0.717216
9.04	-0.716879
9.041	-0.717032
9.042	-0.717579
9.043	-0.71836
9.044	-0.719178
9.045	-0.719836
9.046	-0.720164
9.047	-0.720045
9.048	-0.719437
9.049	-0.718383
9.05	-0.717003
9.051	-0.715473
9.052	-0.713998
9.053	-0.712783
9.054	-0.712009
9.055	-0.711811
9.056	-0.712258
9.057	-0.713339
9.058	-0.714952
9.059	-0.716916
9.06	-0.718992
9.061	-0.720913
9.062	-0.722434
9.063	-0.723365
9.064	-0.72361
9.065	-0.723174
9.066	-0.722165
9.067	-0.720759
9.068	-0.719175
9.069	-0.717637
9.07	-0.716346
9.071	-0.715461
9.072	-0.715077
9.073	-0.715221
9.074	-0.715846
9.075	-0.716829
9.076	-0.717987
9.077	-0.719098
9.078	-0.719936
9.079	-0.7203
9.08	-0.720046
9.081	-0.719109
9.082	-0.717519
9.083	-0.715394
9.084	-0.712919
9.085	-0.710315
9.086	-0.707806
9.087	-0.705599
9.088	-0.703863
9.089	-0.702712
9.09	-0.702193
9.091	-0.702272
9.092	-0.702834
9.093	-0.703686
9.094	-0.704588
9.095	-0.705287
9.096	-0.705559
9.097	-0.705241
9.098	-0.704253
9.099	-0.702605
9.1	-0.700386
9.101	-0.697747
9.102	-0.694876
9.103	-0.691978
9.104	-0.689243
9.105	-0.686827
9.106	-0.684828
9.107	-0.683271
9.108	-0.682108
9.109	-0.681219
9.11	-0.680427
9.111	-0.679528
9.112	-0.678323
9.113	-0.676652
9.114	-0.674424
9.115	-0.671636
9.116	-0.668371
9.117	-0.66478
9.118	-0.661061
9.119	-0.657419
9.12	-0.654045
9.121	-0.651097
9.122	-0.648681
9.123	-0.646841
9.124	-0.645553
9.125	-0.644717
9.126	-0.644165
9.127	-0.643674
9.128	-0.643001
9.129	-0.641927
9.13	-0.640292
9.131	-0.638022
9.132	-0.635136
9.133	-0.631739
9.134	-0.628005
9.135	-0.624146
9.136	-0.620387
9.137	-0.616938
9.138	-0.613972
9.139	-0.611596
9.14	-0.609844
9.141	-0.608666
9.142	-0.607933
9.143	-0.607451
9.144	-0.606991
9.145	-0.606318
9.146	-0.605236
9.147	-0.603616
9.148	-0.601419
9.149	-0.598704
9.15	-0.595612
9.151	-0.592344
9.152	-0.589126
9.153	-0.586185
9.154	-0.583717
9.155	-0.581875
9.156	-0.580748
9.157	-0.580349
9.158	-0.580612
9.159	-0.581388
9.16	-0.582468
9.161	-0.583612
9.162	-0.584587
9.163	-0.585205
9.164	-0.58535
9.165	-0.584999
9.166	-0.584217
9.167	-0.583151
9.168	-0.582005
9.169	-0.581007
9.17	-0.580377
9.171	-0.580295
9.172	-0.580875
9.173	-0.582156
9.174	-0.584091
9.175	-0.586553
9.176	-0.58934
9.177	-0.592204
9.178	-0.594882
9.179	-0.59714
9.18	-0.598809
9.181	-0.599822
9.182	-0.600219
9.183	-0.600145
9.184	-0.599815
9.185	-0.599481
9.186	-0.599396
9.187	-0.599785
9.188	-0.600816
9.189	-0.602584
9.19	-0.605108
9.191	-0.608325
9.192	-0.612096
9.193	-0.616213
9.194	-0.620424
9.195	-0.624469
9.196	-0.62812
9.197	-0.631208
9.198	-0.633649
9.199	-0.635456
9.2	-0.636733
9.201	-0.637653
9.202	-0.63843
9.203	-0.639288
9.204	-0.640432
9.205	-0.642023
9.206	-0.644156
9.207	-0.646849
9.208	-0.650037
9.209	-0.653571
9.21	-0.657238
9.211	-0.660796
9.212	-0.664011
9.213	-0.666695
9.214	-0.66873
9.215	-0.67008
9.216	-0.670789
9.217	-0.670974
9.218	-0.670801
9.219	-0.670463
9.22	-0.670152
9.221	-0.670042
9.222	-0.670267
9.223	-0.670904
9.224	-0.671955
9.225	-0.67334
9.226	-0.674904
9.227	-0.676433
9.228	-0.677697
9.229	-0.678484
9.23	-0.678644
9.231	-0.678115
9.232	-0.676934
9.233	-0.675231
9.234	-0.673202
9.235	-0.671087
9.236	-0.66913
9.237	-0.667555
9.238	-0.66654
9.239	-0.666195
9.24	-0.666559
9.241	-0.667583
9.242	-0.669142
9.243	-0.671041
9.244	-0.673036
9.245	-0.674859
9.246	-0.676254
9.247	-0.676997
9.248	-0.676929
9.249	-0.675955
9.25	-0.674041
9.251	-0.671183
9.252	-0.667388
9.253	-0.662648
9.254	-0.656925
9.255	-0.650136
9.256	-0.642144
9.257	-0.632752
9.258	-0.621704
9.259	-0.608681
9.26	-0.593322
9.261	-0.57525
9.262	-0.554116
9.263	-0.52964
9.264	-0.501648
9.265	-0.470094
9.266	-0.435059
9.267	-0.396739
9.268	-0.355429
9.269	-0.311495
9.27	-0.265353
9.271	-0.217445
9.272	-0.168211
9.273	-0.118063
9.274	-0.0673668
9.275	-0.0164507
9.276	0.0343835
9.277	0.0848301
9.278	0.13455
9.279	0.183147
9.28	0.230147
9.281	0.274992
9.282	0.317047
9.283	0.355616
9.284	0.389976
9.285	0.419421
9.286	0.443304
9.287	0.461075
9.288	0.47231
9.289	0.476735
9.29	0.47423
9.291	0.46484
9.292	0.448761
9.293	0.426334
9.294	0.398011
9.295	0.364331
9.296	0.325881
9.297	0.283264
9.298	0.237063
9.299	0.187828
9.3	0.136063
9.301	0.0822454
9.302	0.0268346
9.303	-0.0297111
9.304	-0.0869299
9.305	-0.144349
9.306	-0.201477
9.307	-0.257795
9.308	-0.312762
9.309	-0.365824
9.31	-0.416433
9.311	-0.464074
9.312	-0.508298
9.313	-0.548761
9.314	-0.585248
9.315	-0.617683
9.316	-0.646128
9.317	-0.670756
9.318	-0.691827
9.319	-0.709658
9.32	-0.724593
9.321	-0.736974
9.322	-0.747113
9.323	-0.755271
9.324	-0.761635
9.325	-0.766323
9.326	-0.769386
9.327	-0.770835
9.328	-0.770664
9.329	-0.768887
9.33	-0.765559
9.331	-0.7608
9.332	-0.754805
9.333	-0.747838
9.334	-0.740215
9.335	-0.732273
9.336	-0.724338
9.337	-0.716702
9.338	-0.709597
9.339	-0.703183
9.34	-0.697539
9.341	-0.692662
9.342	-0.688468
9.343	-0.684801
9.344	-0.681455
9.345	-0.678211
9.346	-0.674877
9.347	-0.671322
9.348	-0.667499
9.349	-0.663455
9.35	-0.6593
9.351	-0.655189
9.352	-0.651288
9.353	-0.647754
9.354	-0.64472
9.355	-0.642274
9.356	-0.640445
9.357	-0.639195
9.358	-0.638418
9.359	-0.637947
9.36	-0.637565
9.361	-0.63704
9.362	-0.636152
9.363	-0.634724
9.364	-0.632661
9.365	-0.629965
9.366	-0.626745
9.367	-0.623191
9.368	-0.619538
9.369	-0.616028
9.37	-0.612874
9.371	-0.610239
9.372	-0.608226
9.373	-0.606868
9.374	-0.606129
9.375	-0.605898
9.376	-0.605999
9.377	-0.606209
9.378	-0.60629
9.379	-0.606027
9.38	-0.605259
9.381	-0.603905
