Time	Sig
9.382	-0.601968
9.383	-0.599534
9.384	-0.596747
9.385	-0.593785
9.386	-0.590839
9.387	-0.588099
9.388	-0.585727
9.389	-0.583839
9.39	-0.582489
9.391	-0.581659
9.392	-0.581257
9.393	-0.58112
9.394	-0.58104
9.395	-0.580794
9.396	-0.580185
9.397	-0.579073
9.398	-0.577399
9.399	-0.575189
9.4	-0.572545
9.401	-0.569628
9.402	-0.566625
9.403	-0.563727
9.404	-0.561109
9.405	-0.558907
9.406	-0.557201
9.407	-0.556002
9.408	-0.555244
9.409	-0.554789
9.41	-0.554439
9.411	-0.55397
9.412	-0.553165
9.413	-0.551847
9.414	-0.549914
9.415	-0.547351
9.416	-0.544233
9.417	-0.540705
9.418	-0.536967
9.419	-0.53324
9.42	-0.529735
9.421	-0.526633
9.422	-0.524056
9.423	-0.522063
9.424	-0.520644
9.425	-0.519718
9.426	-0.519133
9.427	-0.518684
9.428	-0.518141
9.429	-0.517284
9.43	-0.515944
9.431	-0.514033
9.432	-0.511557
9.433	-0.508612
9.434	-0.50536
9.435	-0.502
9.436	-0.49874
9.437	-0.495769
9.438	-0.493242
9.439	-0.491257
9.44	-0.489846
9.441	-0.488965
9.442	-0.488493
9.443	-0.488248
9.444	-0.488006
9.445	-0.487535
9.446	-0.486631
9.447	-0.485142
9.448	-0.482997
9.449	-0.480212
9.45	-0.476882
9.451	-0.473165
9.452	-0.469255
9.453	-0.465348
9.454	-0.461619
9.455	-0.458193
9.456	-0.455144
9.457	-0.452482
9.458	-0.45015
9.459	-0.448017
9.46	-0.445906
9.461	-0.443616
9.462	-0.44096
9.463	-0.437797
9.464	-0.434053
9.465	-0.429731
9.466	-0.424905
9.467	-0.419712
9.468	-0.414333
9.469	-0.408967
9.47	-0.403813
9.471	-0.399048
9.472	-0.39481
9.473	-0.391177
9.474	-0.388161
9.475	-0.385693
9.476	-0.383631
9.477	-0.381771
9.478	-0.379879
9.479	-0.377727
9.48	-0.375129
9.481	-0.371973
9.482	-0.368236
9.483	-0.36398
9.484	-0.359335
9.485	-0.354476
9.486	-0.349589
9.487	-0.344842
9.488	-0.340357
9.489	-0.336196
9.49	-0.332355
9.491	-0.328771
9.492	-0.325327
9.493	-0.321858
9.494	-0.318178
9.495	-0.314107
9.496	-0.309501
9.497	-0.304282
9.498	-0.298461
9.499	-0.292139
9.5	-0.285496
9.501	-0.278769
9.502	-0.272217
9.503	-0.266091
9.504	-0.260601
9.505	-0.255903
9.506	-0.252074
9.507	-0.249107
9.508	-0.246902
9.509	-0.24528
9.51	-0.244005
9.511	-0.24282
9.512	-0.241482
9.513	-0.2398
9.514	-0.237659
9.515	-0.235036
9.516	-0.232
9.517	-0.228695
9.518	-0.225322
9.519	-0.222101
9.52	-0.219245
9.521	-0.216936
9.522	-0.215306
9.523	-0.214422
9.524	-0.214273
9.525	-0.214771
9.526	-0.215756
9.527	-0.217016
9.528	-0.218316
9.529	-0.219438
9.53	-0.220227
9.531	-0.22062
9.532	-0.22066
9.533	-0.220482
9.534	-0.220279
9.535	-0.220276
9.536	-0.220691
9.537	-0.221717
9.538	-0.223496
9.539	-0.226111
9.54	-0.229566
9.541	-0.233785
9.542	-0.238607
9.543	-0.243806
9.544	-0.249112
9.545	-0.254257
9.546	-0.259013
9.547	-0.263224
9.548	-0.266827
9.549	-0.269854
9.55	-0.272422
9.551	-0.274705
9.552	-0.276917
9.553	-0.279277
9.554	-0.28199
9.555	-0.28522
9.556	-0.289073
9.557	-0.293581
9.558	-0.298698
9.559	-0.304301
9.56	-0.310206
9.561	-0.316195
9.562	-0.32205
9.563	-0.327595
9.564	-0.332728
9.565	-0.337441
9.566	-0.341812
9.567	-0.345987
9.568	-0.350149
9.569	-0.354497
9.57	-0.359221
9.571	-0.36448
9.572	-0.370382
9.573	-0.376967
9.574	-0.384195
9.575	-0.391944
9.576	-0.400007
9.577	-0.408126
9.578	-0.416027
9.579	-0.423468
9.58	-0.430272
9.581	-0.436355
9.582	-0.441728
9.583	-0.446482
9.584	-0.450765
9.585	-0.454756
9.586	-0.458641
9.587	-0.462591
9.588	-0.466753
9.589	-0.471231
9.59	-0.476069
9.591	-0.481233
9.592	-0.486605
9.593	-0.491991
9.594	-0.497157
9.595	-0.501868
9.596	-0.505926
9.597	-0.509209
9.598	-0.51169
9.599	-0.513442
9.6	-0.514623
9.601	-0.515449
9.602	-0.516167
9.603	-0.517018
9.604	-0.518214
9.605	-0.519912
9.606	-0.522196
9.607	-0.525066
9.608	-0.528438
9.609	-0.532146
9.61	-0.535966
9.611	-0.53964
9.612	-0.542922
9.613	-0.545611
9.614	-0.547578
9.615	-0.548793
9.616	-0.549318
9.617	-0.549297
9.618	-0.548923
9.619	-0.548416
9.62	-0.547985
9.621	-0.54781
9.622	-0.548025
9.623	-0.548709
9.624	-0.54987
9.625	-0.551438
9.626	-0.553262
9.627	-0.555137
9.628	-0.556834
9.629	-0.558142
9.63	-0.558907
9.631	-0.559065
9.632	-0.558652
9.633	-0.557796
9.634	-0.556689
9.635	-0.555553
9.636	-0.554607
9.637	-0.554045
9.638	-0.554011
9.639	-0.554582
9.64	-0.555757
9.641	-0.55745
9.642	-0.559491
9.643	-0.561646
9.644	-0.563643
9.645	-0.565218
9.646	-0.566151
9.647	-0.566294
9.648	-0.565595
9.649	-0.564108
9.65	-0.561985
9.651	-0.559451
9.652	-0.55677
9.653	-0.554215
9.654	-0.552042
9.655	-0.550462
9.656	-0.54961
9.657	-0.549536
9.658	-0.550197
9.659	-0.551457
9.66	-0.553113
9.661	-0.554918
9.662	-0.556622
9.663	-0.558008
9.664	-0.558919
9.665	-0.559279
9.666	-0.559102
9.667	-0.55849
9.668	-0.557605
9.669	-0.556642
9.67	-0.555795
9.671	-0.555239
9.672	-0.555103
9.673	-0.555466
9.674	-0.556332
9.675	-0.557633
9.676	-0.559227
9.677	-0.560918
9.678	-0.562487
9.679	-0.563726
9.68	-0.564474
9.681	-0.564641
9.682	-0.56422
9.683	-0.563286
9.684	-0.561979
9.685	-0.560478
9.686	-0.55898
9.687	-0.557667
9.688	-0.55669
9.689	-0.556144
9.69	-0.556061
9.691	-0.556398
9.692	-0.557045
9.693	-0.557834
9.694	-0.558562
9.695	-0.559034
9.696	-0.559094
9.697	-0.558653
9.698	-0.557698
9.699	-0.556291
9.7	-0.554551
9.701	-0.552647
9.702	-0.550764
9.703	-0.549087
9.704	-0.547775
9.705	-0.546943
9.706	-0.546657
9.707	-0.546919
9.708	-0.547665
9.709	-0.548756
9.71	-0.549996
9.711	-0.55116
9.712	-0.552029
9.713	-0.552432
9.714	-0.552267
9.715	-0.551528
9.716	-0.550297
9.717	-0.548731
9.718	-0.547033
9.719	-0.545423
9.72	-0.544114
9.721	-0.543283
9.722	-0.543051
9.723	-0.543464
9.724	-0.544481
9.725	-0.545973
9.726	-0.547729
9.727	-0.549485
9.728	-0.550959
9.729	-0.551901
9.73	-0.552125
9.731	-0.551543
9.732	-0.550165
9.733	-0.548096
9.734	-0.545512
9.735	-0.542643
9.736	-0.539741
9.737	-0.537049
9.738	-0.53477
9.739	-0.533037
9.74	-0.531904
9.741	-0.531337
9.742	-0.531221
9.743	-0.531377
9.744	-0.531594
9.745	-0.531672
9.746	-0.531459
9.747	-0.530876
9.748	-0.52992
9.749	-0.528662
9.75	-0.527232
9.751	-0.525802
9.752	-0.524568
9.753	-0.523729
9.754	-0.523466
9.755	-0.523914
9.756	-0.52515
9.757	-0.527175
9.758	-0.529909
9.759	-0.533185
9.76	-0.53677
9.761	-0.540397
9.762	-0.543804
9.763	-0.546771
9.764	-0.549146
9.765	-0.550872
9.766	-0.551989
9.767	-0.552612
9.768	-0.552914
9.769	-0.553086
9.77	-0.553311
9.771	-0.553744
9.772	-0.554492
9.773	-0.555601
9.774	-0.557053
9.775	-0.558754
9.776	-0.560543
9.777	-0.562219
9.778	-0.563569
9.779	-0.564406
9.78	-0.564594
9.781	-0.564078
9.782	-0.562893
9.783	-0.561166
9.784	-0.559095
9.785	-0.556917
9.786	-0.554868
9.787	-0.553159
9.788	-0.551952
9.789	-0.551343
9.79	-0.551354
9.791	-0.551926
9.792	-0.552927
9.793	-0.554163
9.794	-0.555404
9.795	-0.556422
9.796	-0.557024
9.797	-0.557089
9.798	-0.556581
9.799	-0.555564
9.8	-0.55418
9.801	-0.55262
9.802	-0.551091
9.803	-0.549788
9.804	-0.548877
9.805	-0.548478
9.806	-0.548654
9.807	-0.549401
9.808	-0.550639
9.809	-0.552221
9.81	-0.55395
9.811	-0.555614
9.812	-0.557015
9.813	-0.557994
9.814	-0.558461
9.815	-0.55841
9.816	-0.557918
9.817	-0.557126
9.818	-0.556212
9.819	-0.555356
9.82	-0.554721
9.821	-0.554437
9.822	-0.554595
9.823	-0.555236
9.824	-0.556343
9.825	-0.557825
9.826	-0.559521
9.827	-0.56122
9.828	-0.562701
9.829	-0.563762
9.83	-0.564262
9.831	-0.564139
9.832	-0.563418
9.833	-0.562207
9.834	-0.56067
9.835	-0.559007
9.836	-0.557421
9.837	-0.556097
9.838	-0.555187
9.839	-0.55479
9.84	-0.554949
9.841	-0.555639
9.842	-0.556759
9.843	-0.558143
9.844	-0.559578
9.845	-0.560844
9.846	-0.561751
9.847	-0.562173
9.848	-0.56207
9.849	-0.561487
9.85	-0.560548
9.851	-0.559428
9.852	-0.558322
9.853	-0.55742
9.854	-0.556885
9.855	-0.556835
9.856	-0.55733
9.857	-0.558364
9.858	-0.55985
9.859	-0.561627
9.86	-0.563477
9.861	-0.565164
9.862	-0.566469
9.863	-0.567227
9.864	-0.567353
9.865	-0.566847
9.866	-0.565798
9.867	-0.564363
9.868	-0.562743
9.869	-0.561151
9.87	-0.559786
9.871	-0.558815
9.872	-0.558351
9.873	-0.55845
9.874	-0.559096
9.875	-0.560194
9.876	-0.56158
9.877	-0.563032
9.878	-0.564315
9.879	-0.565215
9.88	-0.565576
9.881	-0.56533
9.882	-0.564499
9.883	-0.563185
9.884	-0.561544
9.885	-0.559765
9.886	-0.558046
9.887	-0.55657
9.888	-0.555476
9.889	-0.554844
9.89	-0.554682
9.891	-0.554919
9.892	-0.555408
9.893	-0.55594
9.894	-0.556271
9.895	-0.556165
9.896	-0.555429
9.897	-0.553947
9.898	-0.551696
9.899	-0.548746
9.9	-0.545252
9.901	-0.541429
9.902	-0.537533
9.903	-0.533827
9.904	-0.530558
9.905	-0.527925
9.906	-0.526051
9.907	-0.524971
9.908	-0.52462
9.909	-0.524846
9.91	-0.52543
9.911	-0.526116
9.912	-0.526651
9.913	-0.526823
9.914	-0.526491
9.915	-0.525608
9.916	-0.524215
9.917	-0.522427
9.918	-0.520406
9.919	-0.518332
9.92	-0.516371
9.921	-0.514658
9.922	-0.513284
9.923	-0.512285
9.924	-0.511638
9.925	-0.511248
9.926	-0.510956
9.927	-0.510561
9.928	-0.509856
9.929	-0.508659
9.93	-0.506844
9.931	-0.504356
9.932	-0.501223
9.933	-0.49756
9.934	-0.493558
9.935	-0.489462
9.936	-0.485531
9.937	-0.482005
9.938	-0.479068
9.939	-0.47683
9.94	-0.475306
9.941	-0.474422
9.942	-0.474017
9.943	-0.473868
9.944	-0.473723
9.945	-0.473343
9.946	-0.472538
9.947	-0.471195
9.948	-0.469293
9.949	-0.466912
9.95	-0.464214
9.951	-0.461423
9.952	-0.458794
9.953	-0.456576
9.954	-0.454987
9.955	-0.454193
9.956	-0.454294
9.957	-0.455313
9.958	-0.457185
9.959	-0.459754
9.96	-0.462787
9.961	-0.466007
9.962	-0.469137
9.963	-0.471947
9.964	-0.474285
9.965	-0.476102
9.966	-0.477447
9.967	-0.478459
9.968	-0.479335
9.969	-0.480298
9.97	-0.481554
9.971	-0.483268
9.972	-0.485554
9.973	-0.488463
9.974	-0.491976
9.975	-0.496
9.976	-0.50037
9.977	-0.504866
9.978	-0.509255
9.979	-0.513317
9.98	-0.516883
9.981	-0.519871
9.982	-0.522291
9.983	-0.524244
9.984	-0.52589
9.985	-0.527418
9.986	-0.529015
9.987	-0.530844
9.988	-0.533032
9.989	-0.535655
9.99	-0.538724
9.991	-0.54218
9.992	-0.545885
9.993	-0.549637
9.994	-0.553198
9.995	-0.556333
9.996	-0.558851
9.997	-0.560634
9.998	-0.561661
9.999	-0.562002
