Sample_Index	Signal_[mV]
4185	-4499.5
4186	-4508.66
4187	-4523.92
4188	-4527.73
4189	-4522.39
4190	-4539.94
4191	-4539.18
4192	-4502.56
4193	-4472.04
4194	-4486.53
4195	-4502.56
4196	-4494.16
4197	-4485.01
4198	-4480.43
4199	-4488.82
4200	-4494.16
4201	-4497.22
4202	-4509.42
4203	-4512.47
4204	-4501.79
4205	-4486.53
4206	-4463.65
4207	-4454.49
4208	-4464.41
4209	-4480.43
4210	-4487.3
4211	-4504.08
4212	-4510.95
4213	-4505.61
4214	-4503.32
4215	-4497.22
4216	-4485.77
4217	-4479.67
4218	-4478.14
4219	-4496.45
4220	-4501.79
4221	-4489.59
4222	-4478.14
4223	-4483.48
4224	-4475.85
4225	-4479.67
4226	-4481.19
4227	-4488.06
4228	-4491.87
4229	-4498.74
4230	-4491.11
4231	-4494.16
4232	-4507.9
4233	-4504.08
4234	-4478.14
4235	-4449.91
4236	-4459.83
4237	-4478.14
4238	-4481.19
4239	-4475.09
4240	-4485.01
4241	-4485.01
4242	-4470.51
4243	-4480.43
4244	-4476.62
4245	-4477.38
4246	-4492.64
4247	-4501.03
4248	-4487.3
4249	-4464.41
4250	-4460.59
4251	-4480.43
4252	-4494.93
4253	-4478.9
4254	-4481.96
4255	-4485.01
4256	-4486.53
4257	-4480.43
4258	-4472.8
4259	-4475.85
4260	-4469.75
4261	-4480.43
4262	-4485.01
4263	-4481.19
4264	-4466.7
4265	-4456.78
4266	-4463.65
4267	-4460.59
4268	-4459.07
4269	-4481.19
4270	-4494.93
4271	-4497.22
4272	-4495.69
4273	-4473.56
4274	-4447.62
4275	-4459.07
4276	-4495.69
4277	-4503.32
4278	-4487.3
4279	-4489.59
4280	-4491.11
4281	-4488.06
4282	-4485.01
4283	-4478.9
4284	-4471.28
4285	-4491.87
4286	-4501.03
4287	-4466.7
4288	-4438.47
4289	-4462.88
4290	-4481.19
4291	-4480.43
4292	-4469.75
4293	-4469.75
4294	-4465.17
4295	-4457.54
4296	-4459.83
4297	-4463.65
4298	-4474.33
4299	-4478.9
4300	-4481.19
4301	-4476.62
4302	-4459.07
4303	-4462.12
4304	-4494.16
4305	-4497.22
4306	-4486.53
4307	-4485.77
4308	-4494.16
4309	-4495.69
4310	-4486.53
4311	-4490.35
4312	-4498.74
4313	-4488.82
4314	-4486.53
4315	-4496.45
4316	-4494.16
4317	-4493.4
4318	-4488.82
4319	-4493.4
4320	-4492.64
4321	-4481.19
4322	-4477.38
4323	-4471.28
4324	-4486.53
4325	-4511.71
4326	-4522.39
4327	-4520.1
4328	-4509.42
4329	-4491.11
4330	-4478.9
4331	-4481.96
4332	-4504.84
4333	-4505.61
4334	-4497.22
4335	-4495.69
4336	-4497.22
4337	-4503.32
4338	-4500.27
4339	-4487.3
4340	-4494.93
4341	-4504.08
4342	-4507.13
4343	-4510.95
4344	-4506.37
4345	-4496.45
4346	-4493.4
4347	-4495.69
4348	-4497.22
4349	-4494.16
4350	-4482.72
4351	-4474.33
4352	-4494.16
4353	-4500.27
4354	-4514.76
4355	-4515.53
4356	-4491.87
4357	-4491.11
4358	-4498.74
4359	-4517.05
4360	-4520.87
4361	-4496.45
4362	-4497.22
4363	-4508.66
4364	-4523.92
4365	-4524.68
4366	-4517.05
4367	-4511.71
4368	-4515.53
4369	-4533.84
4370	-4523.16
4371	-4501.03
4372	-4498.74
4373	-4506.37
4374	-4505.61
4375	-4487.3
4376	-4481.19
4377	-4487.3
4378	-4494.16
4379	-4491.11
4380	-4485.01
4381	-4485.01
4382	-4515.53
4383	-4522.39
4384	-4504.84
4385	-4488.82
4386	-4478.14
4387	-4484.25
4388	-4490.35
4389	-4495.69
4390	-4473.56
4391	-4467.46
4392	-4485.01
4393	-4496.45
4394	-4497.22
4395	-4493.4
4396	-4507.13
4397	-4507.13
4398	-4510.95
4399	-4491.87
4400	-4462.12
4401	-4459.07
4402	-4458.31
4403	-4457.54
4404	-4463.65
4405	-4481.96
4406	-4502.56
4407	-4512.47
4408	-4507.13
4409	-4500.27
4410	-4490.35
4411	-4472.8
4412	-4470.51
4413	-4469.75
4414	-4466.7
4415	-4485.01
4416	-4496.45
4417	-4514.76
4418	-4517.05
4419	-4477.38
4420	-4452.2
4421	-4449.91
4422	-4447.62
4423	-4464.41
4424	-4497.22
4425	-4491.11
4426	-4455.25
4427	-4460.59
4428	-4476.62
4429	-4485.01
4430	-4473.56
4431	-4477.38
4432	-4487.3
4433	-4495.69
4434	-4496.45
4435	-4476.62
4436	-4456.78
4437	-4449.91
4438	-4440.76
4439	-4454.49
4440	-4465.17
4441	-4485.01
4442	-4490.35
4443	-4468.22
4444	-4461.36
4445	-4468.22
4446	-4457.54
4447	-4449.15
4448	-4440.76
4449	-4432.36
4450	-4431.6
4451	-4441.52
4452	-4445.34
4453	-4445.34
4454	-4425.5
4455	-4416.34
4456	-4411.76
4457	-4414.05
4458	-4425.5
4459	-4436.94
4460	-4436.18
4461	-4431.6
4462	-4422.45
4463	-4427.79
4464	-4443.81
4465	-4416.34
4466	-4398.79
4467	-4388.88
4468	-4391.93
4469	-4423.97
4470	-4439.99
4471	-4443.81
4472	-4446.1
4473	-4433.13
4474	-4431.6
4475	-4446.1
4476	-4433.13
4477	-4423.21
4478	-4401.85
4479	-4393.45
4480	-4393.45
4481	-4391.16
4482	-4387.35
4483	-4370.57
4484	-4356.07
4485	-4362.17
4486	-4378.96
4487	-4411
4488	-4422.45
4489	-4414.82
4490	-4399.56
4491	-4385.82
4492	-4383.54
4493	-4391.16
4494	-4397.27
4495	-4393.45
4496	-4394.98
4497	-4378.96
4498	-4333.18
4499	-4320.97
4500	-4323.26
4501	-4346.15
4502	-4362.94
4503	-4359.88
4504	-4353.78
4505	-4344.63
4506	-4354.54
4507	-4367.51
4508	-4374.38
4509	-4365.99
4510	-4369.8
4511	-4371.33
4512	-4360.65
4513	-4362.94
4514	-4356.83
4515	-4359.12
4516	-4352.25
4517	-4353.02
4518	-4362.17
4519	-4372.09
4520	-4375.14
4521	-4353.02
4522	-4355.31
4523	-4379.72
4524	-4388.11
4525	-4383.54
4526	-4392.69
4527	-4405.66
4528	-4423.21
4529	-4436.18
4530	-4432.36
4531	-4417.87
4532	-4415.58
4533	-4407.19
4534	-4410.24
4535	-4419.39
4536	-4420.92
4537	-4425.5
4538	-4430.84
4539	-4418.63
4540	-4409.48
4541	-4419.39
4542	-4427.79
4543	-4429.31
4544	-4416.34
4545	-4394.98
4546	-4393.45
4547	-4389.64
4548	-4400.32
4549	-4417.1
4550	-4424.73
4551	-4416.34
4552	-4417.1
4553	-4425.5
4554	-4411.76
4555	-4398.03
4556	-4404.13
4557	-4411
4558	-4413.29
4559	-4405.66
4560	-4411.76
4561	-4425.5
4562	-4430.84
4563	-4415.58
4564	-4396.51
4565	-4394.22
4566	-4391.93
4567	-4398.79
4568	-4411
4569	-4409.48
4570	-4413.29
4571	-4429.31
4572	-4444.57
4573	-4434.65
4574	-4433.89
4575	-4427.79
4576	-4422.45
4577	-4414.82
4578	-4384.3
4579	-4393.45
4580	-4403.37
4581	-4394.22
4582	-4396.51
4583	-4395.74
4584	-4375.91
4585	-4373.62
4586	-4378.19
4587	-4380.48
4588	-4396.51
4589	-4402.61
4590	-4398.03
4591	-4389.64
4592	-4385.82
4593	-4379.72
4594	-4365.22
4595	-4369.04
4596	-4367.51
4597	-4372.85
4598	-4372.85
4599	-4372.85
4600	-4385.06
4601	-4398.03
4602	-4389.64
4603	-4379.72
4604	-4372.85
4605	-4397.27
4606	-4404.13
4607	-4392.69
4608	-4373.62
4609	-4353.02
4610	-4362.17
4611	-4376.67
4612	-4375.14
4613	-4358.36
4614	-4320.97
4615	-4274.43
4616	-4266.04
4617	-4275.2
4618	-4241.63
4619	-4204.24
4620	-4182.12
4621	-4156.94
4622	-4133.29
4623	-4098.19
4624	-4056.23
4625	-4008.16
4626	-3969.25
4627	-3952.47
4628	-3937.21
4629	-3936.45
4630	-3918.13
4631	-3911.27
4632	-3922.71
4633	-3909.74
4634	-3902.11
4635	-3893.72
4636	-3870.83
4638	-3889.91
4639	-3927.29
4640	-3958.57
4641	-3988.33
4642	-4010.45
4643	-4056.99
4644	-4099.72
4645	-4137.1
4646	-4185.93
4647	-4226.37
4648	-4285.11
4649	-4327.84
4650	-4347.68
4651	-4373.62
4652	-4398.79
4653	-4422.45
4654	-4456.78
4655	-4510.95
4656	-4532.31
4657	-4539.18
4658	-4557.49
4659	-4585.72
4660	-4611.66
4661	-4601.74
4662	-4571.99
4663	-4537.65
4664	-4519.34
4665	-4497.98
4666	-4485.01
4667	-4461.36
4668	-4432.36
4669	-4419.39
4670	-4401.85
4671	-4381.25
4672	-4378.19
4673	-4375.91
4674	-4342.34
4675	-4332.42
4676	-4334.71
4677	-4340.81
4678	-4374.38
4679	-4376.67
4680	-4342.34
4681	-4321.74
4682	-4317.16
4683	-4332.42
4684	-4339.28
4685	-4324.79
4686	-4318.69
4687	-4307.24
4688	-4297.32
4689	-4300.37
4690	-4298.08
4691	-4293.51
4692	-4290.46
4693	-4297.32
4694	-4298.08
4695	-4289.69
4696	-4293.51
4697	-4286.64
4698	-4275.96
4699	-4266.04
4700	-4266.04
4701	-4246.97
4702	-4247.73
4703	-4273.67
4704	-4266.04
4705	-4251.54
4706	-4231.71
4707	-4221.79
4708	-4241.63
4709	-4246.97
4710	-4269.09
4711	-4282.83
4712	-4272.14
4713	-4256.12
4714	-4238.58
4715	-4205.77
4716	-4211.87
4717	-4230.18
4718	-4246.97
4719	-4254.6
4720	-4263.75
4721	-4250.02
4722	-4224.84
4723	-4226.37
4724	-4235.52
4725	-4233.23
4726	-4230.95
4727	-4238.58
4728	-4238.58
4729	-4230.95
4730	-4224.84
4731	-4220.26
4732	-4197.38
4733	-4180.59
4734	-4192.8
4735	-4197.38
4736	-4187.46
4737	-4193.56
4738	-4205.01
4739	-4215.69
4740	-4206.53
4741	-4194.32
4742	-4198.9
4743	-4212.64
4744	-4211.11
4745	-4201.19
4746	-4198.14
4747	-4205.77
4748	-4213.4
4749	-4191.27
4750	-4174.49
4751	-4169.15
4752	-4162.28
4753	-4154.65
4754	-4160.75
4755	-4161.52
4756	-4144.73
4757	-4152.36
4758	-4176.77
4759	-4200.43
4760	-4193.56
4761	-4180.59
4762	-4184.4
4763	-4208.06
4764	-4215.69
4765	-4196.61
4766	-4176.01
4767	-4168.38
4768	-4140.92
4769	-4114.98
4770	-4121.08
4771	-4128.71
4772	-4127.18
4773	-4140.15
4774	-4149.31
4775	-4139.39
4776	-4129.47
4777	-4121.84
4778	-4123.37
4779	-4131
4780	-4118.79
4781	-4118.79
4782	-4115.74
4783	-4102.77
4784	-4101.24
4785	-4096.67
4786	-4081.41
4787	-4090.56
4788	-4109.64
4789	-4096.67
4790	-4083.7
4791	-4085.22
4792	-4092.85
4793	-4105.82
4794	-4114.98
4795	-4089.8
4796	-4048.6
4797	-4038.68
4798	-4033.34
4799	-4039.44
4800	-4043.26
4801	-4045.55
4802	-4044.02
4803	-4049.36
4804	-4048.6
4805	-4034.87
4806	-4021.13
4807	-4011.22
4808	-4001.3
4809	-3985.28
4810	-3991.38
4811	-3998.25
4812	-3992.14
4813	-3977.65
4814	-3967.73
4815	-3963.91
4816	-3967.73
4817	-3966.2
4818	-3954.76
4819	-3939.5
4820	-3938.74
4821	-3948.65
4822	-3950.94
4823	-3935.68
4824	-3918.9
4825	-3924.24
4826	-3935.68
4827	-3918.9
4828	-3902.88
4829	-3922.71
4830	-3918.13
4831	-3899.06
4832	-3891.43
4833	-3898.3
4834	-3892.19
4835	-3859.39
4836	-3834.97
4837	-3847.94
4838	-3867.02
4839	-3870.07
4840	-3861.68
4841	-3857.1
4842	-3838.79
4843	-3818.95
4844	-3823.53
4845	-3844.89
4846	-3852.52
4847	-3833.45
4848	-3817.43
4849	-3821.24
4850	-3833.45
4851	-3831.92
4852	-3839.55
4853	-3845.66
4854	-3829.63
4855	-3796.83
4856	-3796.06
4857	-3817.43
4858	-3829.63
4859	-3822
4860	-3814.38
4861	-3813.61
4862	-3820.48
4863	-3828.87
4864	-3831.16
4865	-3832.69
4866	-3833.45
4867	-3834.21
4868	-3841.08
4869	-3843.37
4870	-3844.89
4871	-3837.26
4872	-3818.19
4873	-3830.4
4874	-3858.63
4875	-3870.83
4876	-3868.54
4877	-3864.73
4878	-3884.57
4879	-3902.88
4880	-3918.13
4881	-3937.97
4882	-3950.18
4883	-3938.74
4884	-3934.92
4885	-3934.16
4886	-3931.1
4887	-3933.39
4888	-3937.21
4889	-3950.94
4890	-3964.68
4891	-3973.83
4892	-3981.46
4893	-4002.82
4894	-4008.16
4895	-4009.69
4896	-4014.27
4897	-4021.13
4898	-4032.58
4899	-4049.36
4900	-4045.55
4901	-4039.44
4902	-4054.7
4903	-4061.57
4904	-4053.94
4905	-4063.86
4906	-4082.17
4907	-4095.14
4908	-4094.38
4909	-4102.01
4910	-4098.96
4911	-4101.24
4912	-4115.74
4913	-4119.55
4914	-4121.08
4915	-4111.93
4916	-4105.82
4917	-4092.09
4918	-4100.48
4919	-4119.55
4920	-4125.66
4921	-4137.1
4922	-4159.23
4923	-4139.39
4924	-4121.08
4925	-4126.42
4926	-4131.76
4927	-4140.15
4928	-4137.1
4929	-4134.05
4930	-4162.28
4931	-4192.04
4932	-4185.17
4933	-4168.38
4934	-4158.46
4935	-4153.89
4936	-4151.6
4937	-4156.18
4938	-4160.75
4939	-4160.75
4940	-4169.15
4941	-4168.38
4942	-4180.59
4943	-4185.93
4944	-4186.69
4945	-4181.35
4946	-4176.01
4947	-4177.54
4948	-4166.86
4949	-4166.09
4950	-4168.38
4951	-4168.38
4952	-4166.86
4953	-4154.65
4954	-4163.81
4955	-4164.57
4956	-4159.99
4957	-4169.91
4958	-4192.8
4959	-4185.93
4960	-4174.49
4961	-4185.93
4962	-4186.69
4963	-4189.75
4964	-4187.46
4965	-4189.75
4966	-4182.12
4967	-4176.01
4968	-4165.33
4969	-4163.04
4970	-4166.86
4971	-4169.15
4972	-4182.88
4973	-4190.51
4974	-4186.69
4975	-4173.72
4976	-4165.33
4977	-4165.33
4978	-4167.62
4979	-4163.04
4980	-4166.09
4981	-4179.83
4982	-4179.06
4983	-4187.46
4984	-4192.8
4985	-4182.88
4986	-4177.54
4987	-4166.09
4988	-4153.12
4989	-4164.57
4990	-4170.67
4991	-4169.15
4992	-4164.57
4993	-4171.43
4994	-4172.96
4995	-4174.49
4996	-4182.88
4997	-4186.69
4998	-4177.54
4999	-4173.72
5000	-4169.91
5001	-4147.78
5002	-4138.63
5003	-4153.12
5004	-4159.23
5005	-4147.02
5006	-4158.46
5007	-4159.99
5008	-4150.07
5009	-4137.1
5010	-4153.12
5011	-4189.75
5012	-4188.98
5013	-4176.01
5014	-4169.91
5015	-4164.57
5016	-4160.75
5017	-4156.94
5018	-4138.63
5019	-4144.73
5020	-4169.15
5021	-4159.23
5022	-4159.99
5023	-4183.64
5024	-4178.3
5025	-4169.91
5026	-4166.09
5027	-4172.2
5028	-4170.67
5029	-4169.91
5030	-4159.99
5031	-4147.78
5032	-4136.34
5033	-4150.07
5034	-4173.72
5035	-4179.06
5036	-4159.23
5037	-4132.52
5038	-4134.81
5039	-4146.26
5040	-4131
5041	-4111.16
5042	-4115.74
5043	-4116.5
5044	-4119.55
5045	-4126.42
5046	-4143.21
5047	-4143.21
5048	-4140.92
5049	-4143.21
5050	-4139.39
5051	-4127.95
5052	-4105.82
5053	-4093.61
5054	-4095.14
5055	-4095.9
5056	-4112.69
5057	-4121.84
5058	-4119.55
5059	-4121.08
5060	-4128.71
5061	-4135.58
5062	-4134.05
5063	-4124.13
5064	-4117.27
5065	-4111.16
5066	-4113.45
5067	-4128.71
5068	-4134.81
5069	-4108.11
5070	-4096.67
5071	-4114.21
5072	-4131.76
5073	-4138.63
5074	-4138.63
5075	-4131.76
5076	-4118.03
5077	-4121.84
5078	-4128.71
5079	-4133.29
5080	-4123.37
5081	-4104.3
5082	-4083.7
5083	-4085.22
5084	-4096.67
5085	-4081.41
5086	-4093.61
5087	-4111.16
5088	-4101.24
5089	-4085.22
5090	-4083.7
5091	-4089.8
5092	-4088.27
5093	-4071.49
5094	-4088.27
5095	-4098.19
5096	-4102.01
5097	-4126.42
5098	-4130.24
5099	-4098.96
5100	-4078.36
5101	-4092.85
5102	-4112.69
5103	-4111.16
5104	-4084.46
5105	-4079.12
5106	-4085.99
5107	-4087.51
5108	-4092.85
5109	-4113.45
5110	-4113.45
5111	-4095.14
5112	-4076.83
5113	-4080.64
5114	-4097.43
5115	-4087.51
5116	-4074.54
5117	-4085.22
5118	-4089.8
5119	-4094.38
5120	-4103.53
5121	-4102.01
5122	-4100.48
5123	-4069.96
5124	-4054.7
5125	-4074.54
5126	-4096.67
5127	-4086.75
5128	-4079.88
5129	-4077.59
5130	-4078.36
5131	-4083.7
5132	-4077.59
5133	-4068.44
5134	-4059.28
5135	-4061.57
5136	-4059.28
5137	-4060.81
5138	-4023.42
5139	-3998.25
5140	-4011.98
5141	-4028
5142	-4044.78
5143	-4061.57
5144	-4064.62
5145	-4060.04
5146	-4053.94
5147	-4063.86
5148	-4060.81
5149	-4043.26
5150	-4033.34
5151	-4047.84
5152	-4060.81
5153	-4059.28
5154	-4055.47
5155	-4038.68
5156	-4037.92
5157	-4038.68
5158	-4034.1
5159	-4037.92
5160	-4038.68
5161	-4031.05
5162	-4040.97
5163	-4060.04
5164	-4053.18
5165	-4053.18
5166	-4082.93
5167	-4076.07
5168	-4056.99
5169	-4050.12
5170	-4034.87
5171	-4036.39
5172	-4061.57
5173	-4060.04
5174	-4044.78
5175	-4056.99
5176	-4080.64
5177	-4083.7
5178	-4065.39
5179	-4052.41
5180	-4041.73
5181	-4026.47
5182	-4040.21
5183	-4056.99
5184	-4052.41
5185	-4034.1
5186	-4030.29
5187	-4031.81
5188	-4032.58
5189	-4032.58
5190	-4040.97
5191	-4038.68
5192	-4024.95
5193	-4032.58
5194	-4047.84
5195	-4055.47
5196	-4046.31
5197	-4051.65
5198	-4035.63
5199	-4019.61
5200	-4028.76
5201	-4028
5202	-4026.47
5203	-4028
5204	-4021.13
5205	-4015.03
5206	-4029.53
5207	-4021.13
5208	-4040.97
5209	-4040.97
5210	-4046.31
5211	-4034.87
5212	-4020.37
5213	-4020.37
5214	-4007.4
5215	-4008.93
5216	-4012.74
5217	-4022.66
5218	-4041.73
5219	-4040.21
5220	-4040.21
5221	-4029.53
5222	-4027.24
5223	-4016.56
5224	-4018.84
5225	-4028.76
5226	-4018.84
5227	-3999.01
5228	-4008.93
5229	-4018.84
5230	-3998.25
5231	-4003.59
5232	-4032.58
5233	-4034.1
5234	-4011.98
5235	-4008.16
5236	-4002.06
5237	-4009.69
5238	-4021.9
5239	-4011.22
5240	-4005.11
5241	-4008.93
5242	-4006.64
5243	-3999.01
5244	-4005.87
5245	-4014.27
5246	-4015.03
5247	-4014.27
5248	-4020.37
5249	-4031.05
5250	-4031.81
5251	-4027.24
5252	-4034.87
5253	-4049.36
5254	-4042.5
5255	-4044.02
5256	-4029.53
5257	-4004.35
5258	-3986.8
5259	-3987.56
5260	-3985.28
5261	-3983.75
5262	-3975.36
5263	-3976.88
5264	-3987.56
5265	-4001.3
5266	-4005.87
5267	-4005.11
5268	-3995.96
5269	-3989.09
5270	-3982.99
5271	-3992.14
5272	-3998.25
5273	-4011.22
5274	-4021.13
5275	-4029.53
5276	-4006.64
5277	-3997.48
5278	-4005.11
5279	-3992.14
5280	-3991.38
5281	-3994.43
5282	-3989.85
5283	-3970.02
5284	-3964.68
5285	-3961.62
5286	-3953.99
5287	-3988.33
5288	-4001.3
5289	-3987.56
5290	-3969.25
5291	-3957.81
5292	-3950.18
5293	-3960.86
5294	-3974.59
5295	-3974.59
5296	-3967.73
5297	-3979.93
5298	-3980.7
5299	-3979.93
5300	-3960.1
5301	-3946.37
5302	-3956.28
5303	-3964.68
5304	-3971.54
5305	-3970.78
5306	-3986.04
5307	-3994.43
5308	-4002.06
5309	-4010.45
5310	-4014.27
5311	-4010.45
5312	-3995.19
5313	-3967.73
5314	-3939.5
5315	-3960.1
5316	-3962.39
5317	-3956.28
5318	-3954.76
5319	-3938.74
5320	-3921.95
5321	-3930.34
5322	-3940.26
5323	-3934.92
5324	-3950.94
5325	-3957.81
5326	-3953.99
5327	-3957.81
5328	-3970.02
5329	-3980.7
5330	-3960.86
5331	-3931.87
5332	-3925
5333	-3946.37
5334	-3957.81
5335	-3952.47
5336	-3947.13
5337	-3933.39
5338	-3950.94
5339	-3973.07
5340	-3976.12
5341	-3961.62
5342	-3916.61
5343	-3904.4
5344	-3907.45
5345	-3896.77
5346	-3918.13
5347	-3928.05
5348	-3939.5
5349	-3944.84
5350	-3944.84
5351	-3944.84
5352	-3947.89
5353	-3954.76
5354	-3967.73
5355	-3975.36
5356	-3977.65
5357	-3972.31
5358	-3966.96
5359	-3958.57
5360	-3950.18
5361	-3944.84
5362	-3932.63
5363	-3930.34
5364	-3960.1
5365	-3978.41
5366	-3976.12
5367	-3987.56
5368	-3989.09
5369	-3992.14
5370	-3997.48
5371	-3994.43
5372	-3977.65
5373	-3974.59
5374	-3984.51
5375	-3996.72
5376	-4011.22
5377	-4010.45
5378	-4001.3
5379	-3994.43
5380	-4000.53
5381	-4005.87
5382	-4003.59
5383	-3981.46
5384	-3970.78
5385	-3973.07
5386	-3979.93
5387	-3981.46
5388	-3986.04
5389	-3984.51
5390	-3976.88
5391	-3976.12
5392	-3976.12
5393	-3981.46
5394	-4001.3
5395	-3986.8
5396	-3979.93
5397	-3974.59
5398	-3975.36
5399	-3977.65
5400	-3988.33
5401	-3989.85
5402	-3989.09
5403	-3997.48
5404	-4002.82
5405	-3990.62
5406	-3979.93
5407	-3986.04
5408	-4002.82
5409	-3999.01
5410	-4004.35
5411	-4013.5
5412	-3989.09
5413	-3992.14
5414	-4016.56
5415	-4008.93
5416	-4007.4
5417	-4025.71
5418	-4027.24
5419	-4010.45
5420	-3988.33
5421	-3978.41
5422	-3968.49
5423	-3959.34
5424	-3978.41
5425	-4000.53
5426	-4000.53
5427	-4001.3
5428	-4002.82
5429	-3987.56
5430	-3966.96
5431	-3970.78
5432	-3989.09
5433	-4002.82
5434	-3993.67
5435	-3976.12
5436	-3970.02
5437	-3976.88
5438	-3977.65
5439	-3987.56
5440	-3983.75
5441	-3970.78
5442	-3983.75
5443	-3995.19
5444	-3979.93
5445	-3967.73
5446	-3963.15
5447	-3953.99
5448	-3928.82
5449	-3919.66
5450	-3934.92
5451	-3927.29
5452	-3904.4
5453	-3887.62
5454	-3865.49
5455	-3834.97
5456	-3818.19
5457	-3793.01
5458	-3772.41
5459	-3730.45
5460	-3668.65
5461	-3615.24
5462	-3587.02
5463	-3576.33
5464	-3571.76
5465	-3552.68
5466	-3559.55
5467	-3566.42
5468	-3551.92
5469	-3558.78
5470	-3568.7
5471	-3548.1
5473	-3525.22
5474	-3570.23
5475	-3608.38
5476	-3650.34
5477	-3683.91
5478	-3700.7
5479	-3761.73
5480	-3819.72
5481	-3862.44
5482	-3916.61
5483	-3952.47
5484	-3939.5
5485	-3957.81
5486	-4023.42
5487	-4061.57
5488	-4068.44
5489	-4073.78
5490	-4102.01
5491	-4139.39
5492	-4167.62
5493	-4174.49
5494	-4201.19
5495	-4218.74
5496	-4195.85
5497	-4177.54
5498	-4165.33
5499	-4141.68
5500	-4118.03
5501	-4085.99
5502	-4057.75
5503	-4025.71
5504	-4007.4
5505	-4006.64
5506	-4013.5
5507	-4007.4
5508	-4005.11
5509	-3998.25
5510	-4002.82
5511	-4018.08
5512	-4021.9
5513	-4037.92
5514	-4047.07
5515	-4027.24
5516	-4006.64
5517	-3999.01
5518	-3991.38
5519	-3972.31
5520	-3952.47
5521	-3934.92
5522	-3922.71
5523	-3916.61
5524	-3915.08
5525	-3926.53
5526	-3953.23
5527	-3948.65
5528	-3949.42
5529	-3948.65
5530	-3927.29
5531	-3922.71
5532	-3921.95
5533	-3931.1
5534	-3918.13
5535	-3905.16
5536	-3906.69
5537	-3899.82
5538	-3899.82
5539	-3915.08
5540	-3909.74
5541	-3917.37
5542	-3907.45
5543	-3895.25
5544	-3917.37
5545	-3916.61
5546	-3899.82
5547	-3902.11
5548	-3906.69
5549	-3911.27
5550	-3918.13
5551	-3911.27
5552	-3896.77
5553	-3889.14
5554	-3892.19
5555	-3892.96
5556	-3885.33
5557	-3875.41
5558	-3889.14
5559	-3905.93
5560	-3899.82
5561	-3886.09
5562	-3878.46
5563	-3891.43
5564	-3884.57
5565	-3878.46
5566	-3886.85
5567	-3892.19
5568	-3887.62
5569	-3885.33
5570	-3885.33
5571	-3887.62
5572	-3881.51
5573	-3865.49
5574	-3864.73
5575	-3876.17
5576	-3863.97
5577	-3842.6
5578	-3844.13
5579	-3844.89
5580	-3842.6
5581	-3846.42
5582	-3851.76
5583	-3857.86
5584	-3870.83
5585	-3855.57
5586	-3845.66
5587	-3821.24
5588	-3799.11
5589	-3798.35
5590	-3812.85
5591	-3830.4
5592	-3835.74
5593	-3847.94
5594	-3846.42
5595	-3833.45
5596	-3838.79
5597	-3841.08
5598	-3826.58
5599	-3822.77
5600	-3834.21
5601	-3831.16
5602	-3818.19
5603	-3818.19
5604	-3831.92
5605	-3847.94
5606	-3852.52
5607	-3834.21
5608	-3805.22
5609	-3785.38
5610	-3799.11
5611	-3805.98
5612	-3805.98
5613	-3805.98
5614	-3811.32
5615	-3825.06
5616	-3817.43
5617	-3803.69
5618	-3777.75
5619	-3757.15
5620	-3783.09
5621	-3784.62
5622	-3775.46
5623	-3771.65
5624	-3757.15
5625	-3744.18
5626	-3738.84
5627	-3737.32
5628	-3733.5
5629	-3749.52
5630	-3756.39
5631	-3736.55
5632	-3722.06
5633	-3728.92
5634	-3736.55
5635	-3725.87
5636	-3714.43
5637	-3711.38
5638	-3711.38
5639	-3706.04
5640	-3707.56
5641	-3706.04
5642	-3705.27
5643	-3706.8
5644	-3688.49
5645	-3673.99
5646	-3676.28
5647	-3673.99
5648	-3660.26
5649	-3654.92
5650	-3642.71
5651	-3637.37
5652	-3641.18
5653	-3633.55
5654	-3625.16
5655	-3618.3
5656	-3614.48
5657	-3621.35
5658	-3609.9
5659	-3606.85
5660	-3594.64
5661	-3585.49
5662	-3580.15
5663	-3578.62
5664	-3576.33
5665	-3574.05
5666	-3557.26
5667	-3558.78
5668	-3551.16
5669	-3545.81
5670	-3566.42
5671	-3572.52
5672	-3575.57
5673	-3587.78
5674	-3585.49
5675	-3583.2
5676	-3567.94
5677	-3548.1
5678	-3509.96
5679	-3496.22
5680	-3510.72
5681	-3525.98
5682	-3529.79
5683	-3515.3
5684	-3506.9
5685	-3508.43
5686	-3500.8
5687	-3493.93
5688	-3497.75
5689	-3496.99
5690	-3513.77
5691	-3538.19
5692	-3546.58
5693	-3563.36
5694	-3553.44
5695	-3521.4
5696	-3484.78
5697	-3478.68
5698	-3493.17
5699	-3512.25
5700	-3525.98
5701	-3521.4
5702	-3500.8
5703	-3503.09
5704	-3517.59
5705	-3540.47
5706	-3524.45
5707	-3504.62
5708	-3497.75
5709	-3510.72
5710	-3542
5711	-3570.23
5712	-3574.05
5713	-3566.42
5714	-3558.78
5715	-3567.18
5716	-3580.15
5717	-3588.54
5718	-3586.25
5719	-3577.86
5720	-3596.93
5721	-3623.64
5722	-3632.79
5723	-3623.64
5724	-3616.77
5725	-3638.13
5726	-3645.76
5727	-3670.18
5728	-3684.67
5729	-3701.46
5730	-3712.14
5731	-3701.46
5732	-3684.67
5733	-3695.35
5734	-3704.51
5735	-3719.01
5736	-3725.11
5737	-3725.87
5738	-3731.21
5739	-3729.69
5740	-3737.32
5741	-3758.68
5742	-3761.73
