-8.4884658,-2.2737093,-3.9701683,-0.8172368,-4.2385972,-9.4471841,-3.8759172,-3.7552452
-2.3186368,1.6860970,2.4529008,7.4748511,6.9134585,-6.1540242,-0.6665934,-0.5066591
-4.2933616,-0.0754407,0.6004092,2.7499964,1.2240637,-2.7086632,-1.0401455,-1.0266625
-2.9446093,0.8645269,1.8466162,-1.5676041,0.1591960,-3.3969956,-1.2657352,-1.6278275
-1.7167985,0.2054703,1.2057448,-1.1363385,1.6729763,-5.1793047,-2.0397083,-1.4824586
-4.0891287,-1.9724633,-3.8885540,0.2040353,-0.7288460,-2.2916042,-0.6473984,-0.2033305
-0.6666159,0.0391424,-2.1740682,1.5058833,0.7329480,0.8576946,1.0599758,0.0046022
-0.1593291,-0.0982949,-0.9789155,-0.2012808,0.3554665,-0.7473557,-0.2248233,-0.9331453
0.8600182,0.6524333,0.5000059,-0.3689406,0.0399142,-0.6302398,0.7034980,0.4369764
3.8775377,2.5323974,2.7731937,0.1094204,0.2546965,-0.0230390,1.2293755,1.0358486
2.9268071,1.1081404,1.3197857,1.0190394,2.2206476,2.4038319,1.5307832,2.8035429
1.0010975,0.0270508,0.5314804,1.5594867,1.1515176,2.9316429,1.4149659,3.0475620
2.4932930,0.9311784,1.7680237,1.0503694,-0.8766189,1.0459789,0.1736848,0.2560328
0.3577218,-1.3362423,-1.7457248,-1.2428353,-2.7988453,0.7666708,-0.7664467,-1.6549339
-0.2723179,-2.0767708,-2.4053609,-0.9344211,-2.2998378,2.8873982,0.6547378,0.0789062
3.4128524,0.3804821,2.1320862,0.9612213,-0.7739122,4.3183642,1.6070453,2.3552193
3.7952648,0.8412681,2.9784320,0.1804119,-1.6944649,1.9000113,0.2975150,1.3860631
3.3282342,0.0779002,1.5606592,-0.1273086,-0.9643711,2.5399064,0.4519861,0.7088239
2.3149771,-0.8713583,-0.6231017,-1.8956835,-1.6783320,3.4921438,0.3314673,1.1175887
2.0496569,-0.3630888,-1.0660786,-3.3497545,-1.6421786,0.5683889,-0.8338981,-0.1092504
2.8292014,1.2380831,1.3391119,-1.9835281,0.4243877,1.1025593,-0.7473887,-1.4132435
2.8406620,1.8765654,2.7398023,-0.8788353,1.3530050,3.1841476,0.3927005,-0.3566540
-0.4662791,0.1388774,0.7947343,-0.5216117,1.0336980,0.2115225,0.3509692,-0.4330921
-2.7358757,-0.4006365,0.9991787,1.8887471,2.3293735,-0.6099703,0.8968125,-0.3133170
-2.2117940,0.8536364,2.4301176,4.4315014,2.4071625,1.7038859,2.7130371,2.7790987
-1.2941027,0.7793836,1.7442824,3.3525996,1.4943631,2.4222751,4.0623539,4.7163828
-3.2953682,-0.9944695,-1.9096310,-1.3954312,-0.8296917,-1.2653499,1.2424877,0.0768848
-0.4013322,0.3441989,-2.1063831,0.0399223,1.8094629,-3.7011238,-1.1102653,-2.9758071
2.9517330,2.3041946,1.1639866,2.9417013,3.3437478,-3.2271427,-0.0604813,-0.8732789
1.6802112,1.6952362,1.3917885,1.2528785,1.2333686,-2.3183862,0.6744285,0.3498448
-2.2294183,-1.5942249,-3.7432891,-0.9081083,-1.5161922,-3.9972027,-2.3736746,-2.4180486
-3.5658233,-2.8139361,-3.8862479,-0.4115688,-1.7402889,-3.4092026,-3.6834276,-3.4093741
-2.5663431,-1.6079591,-0.5929979,0.0072251,-0.6402364,-0.6339438,-1.7831755,-1.3383471
-2.8287071,-1.8255302,-1.2087450,0.1723357,0.3926156,-0.0154885,-0.6866895,0.1861573
-3.3954817,-1.9408100,-1.6988329,-0.0820267,-0.6334505,-1.2681673,-1.1100507,-0.2438713
-0.9963334,0.2103165,-0.2484926,-0.8346327,-1.0243447,-0.7080215,-0.8129345,-0.2965740
-0.0877896,1.5266542,0.6211877,-2.2446642,0.3408100,1.8079410,0.7030520,1.6561773
-0.2463214,1.7155760,1.2330338,-2.7176601,1.5428679,3.5809474,2.4662137,3.6104281
-0.3323847,0.6379714,-1.1080735,-2.5192260,-0.0609409,1.1498239,0.6797727,0.8046486
1.3032092,0.3932835,-0.8861627,-1.5307593,-1.1095230,-3.3263327,-3.0533128,-3.7582408
2.0621101,0.4144832,0.8853885,-0.3340576,-1.2139084,-4.0462366,-3.7100501,-3.6349085
-1.7667641,-1.6085823,-1.7493171,-0.9890196,-2.4207986,-0.8555849,-1.5894863,-0.3822687
-2.2299655,-1.4939521,-1.1850716,-1.8664485,-1.7694948,0.2296046,-0.1841847,1.0395689
0.2918040,-0.2445989,0.5659909,-1.0232046,-0.8217822,-1.3666956,-0.9185686,-0.3652315
-0.0727091,-0.9010107,-1.3089102,0.4590882,-0.8369085,-0.5804301,-0.9337430,-1.6158078
-0.5990657,-1.1204644,-1.2996220,1.1397213,-0.8362396,-0.3322407,-0.1515648,-1.6863192
-0.9843162,-1.2324828,-0.6657578,2.1477111,-0.2943418,-1.1026530,-0.0950331,-1.2176571
